web-scraper-order,web-scraper-start-url,Mouton,Mouton-href,NOM,PRIX,ADRESSE,IMAGE-src
"1739193596-977","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3743769","Mouton","125 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1739193599-978","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3745653","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739193601-979","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3747590","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193604-980","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3748069","Femelle Ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4384585_uploaded_image1_1695244150.jpg"
"1739193607-981","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3748117","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193610-982","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3748118","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193613-983","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3748949","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193615-984","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3749119","Mouton","250 000 CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3749119_uploaded_image1_1655641651.jpg"
"1739193617-985","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3749558","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739193621-986","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3749788","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739193624-987","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3750310","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739193626-988","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3751345","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193629-989","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3751377","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763895_uploaded_image1_1656536029.jpg"
"1739193632-990","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3752267","Mouton Ladoum","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1739193634-991","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3752760","Mouton","300 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_3752760_uploaded_image1_1655859669.jpg"
"1739193639-992","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3754057","Mouton","3 500 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3754057_uploaded_image1_1655926556.jpg"
"1739193646-993","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3755782","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739193649-994","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3756000","Mouton de race","350 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5064469_uploaded_image1_1732724549.jpg"
"1739193651-995","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3756002","Mouton de race","350 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5064469_uploaded_image1_1732724549.jpg"
"1739193654-996","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3757329","Mouton Ladoum","350 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1739193656-997","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3757545","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739193661-998","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3757550","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739193666-999","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3757730","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739193669-1000","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3757978","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739193674-1001","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3758138","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739193680-1002","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3758372","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739193683-1003","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3758961","Mouton","150 000 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4748231_uploaded_image1_1715934057.jpg"
"1739193688-1004","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3759500","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193693-1005","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3759509","Mouton Ladoum","500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739193695-1006","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3760758","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739193702-1007","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-xar-3761377","Mouton xar","235 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3761377_uploaded_image1_1656376286.jpg"
"1739193709-1008","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3761486","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739193713-1009","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3761609","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193720-1010","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3762005","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739193725-1011","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3763032","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193728-1012","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3763242","Mouton ladoum","650 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4290166_uploaded_image1_1689087261.jpg"
"1739193730-1013","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3763572","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763895_uploaded_image1_1656536029.jpg"
"1739193733-1014","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3763895","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763895_uploaded_image1_1656536029.jpg"
"1739193735-1015","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3766973","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193741-1016","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3767182","Mouton","200 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1739193743-1017","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3768066","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739193745-1018","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3768092","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739193749-1019","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3769060","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193755-1020","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3769737","Mouton","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4757844_uploaded_image1_1716459279.jpg"
"1739193757-1021","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3770132","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193760-1022","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3770153","Mouton","125 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1739193763-1023","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3771973","Mouton","125 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1739193766-1024","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3772508","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193768-1025","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3772510","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193771-1026","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3773634","Femelle ladoum","500 000 CFA","Guédiawaye, Yeumbeul, Sénégal","https://images.coinafrique.com/thumb_3773634_uploaded_image1_1657045364.jpg"
"1739193773-1027","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3773998","Mouton Ladoum","375 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739193776-1028","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/jeune-male-ladoum-3774954","Jeune male ladoum","600 000 CFA","Guédiawaye, Yeumbeul, Sénégal","https://images.coinafrique.com/thumb_3774954_uploaded_image1_1657120709.jpg"
"1739193778-1029","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3775053","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193781-1030","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3775626","Mouton femelle Ladoum","400 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg"
"1739193783-1031","https://sn.coinafrique.com/categorie/moutons?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3778560","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739193790-1032","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3789649","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739193792-1033","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3792885","Mouton Ladoum","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739193795-1034","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3798119","Mouton de race","350 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5064469_uploaded_image1_1732724549.jpg"
"1739193798-1035","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3803984","Mouton ladoum","600 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3803984_uploaded_image1_1659036854.jpg"
"1739193801-1036","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-3770483","Mouton Tabaski","165 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4272920_uploaded_image1_1687908925.jpg"
"1739193803-1037","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-3770553","Mouton","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4735916_uploaded_image1_1715324820.jpg"
"1739193806-1038","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3772753","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193808-1039","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3829183","Mouton Ladoum","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739193811-1040","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3831016","Femelle Ladoum","900 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3831016_uploaded_image1_1660570081.jpg"
"1739193813-1041","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3838007","Mouton","800 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1739193815-1042","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3848065","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739193819-1043","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3848108","Mouton ladoum","320 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266947_uploaded_image1_1687456034.jpg"
"1739193821-1044","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3848488","Mouton ladoum","320 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266947_uploaded_image1_1687456034.jpg"
"1739193823-1045","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3859898","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193829-1046","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3861555","Mouton","125 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1739193831-1047","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-3861563","Moutons","350 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4286897_uploaded_image1_1688846757.jpg"
"1739193834-1048","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/femelle-demi-sang-3868827","Femelle Demi Sang Ladoum","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3880622_uploaded_image1_1663343833.jpg"
"1739193837-1049","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/femelle-demi-sang-ladoum-3880622","Femelle Demi Sang Ladoum","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3880622_uploaded_image1_1663343833.jpg"
"1739193841-1050","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3882575","Mouton Ladoum","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1739193843-1051","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3899557","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739193846-1052","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3909426","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193850-1053","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-jumeaux-ladoums-3911094","Moutons Jumeaux ladoums","600 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3911094_uploaded_image1_1665186116.jpg"
"1739193852-1054","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3913122","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1739193856-1055","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/moutons-3916727","Mouton Ladoum","350 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1739193859-1056","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3925403","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193863-1057","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3926191","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193867-1058","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3934498","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739193869-1059","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3899374","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193873-1060","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3936799","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739193875-1061","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/belier-3936807","Bélier","300 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4788927_uploaded_image1_1718028874.jpg"
"1739193878-1062","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3940256","Mouton Ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1739193881-1063","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3940258","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739193883-1064","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3973513","Mouton Ladoum","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3973521_uploaded_image1_1668978922.jpg"
"1739193885-1065","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3973521","Mouton Ladoum","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3973521_uploaded_image1_1668978922.jpg"
"1739193888-1066","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3974793","Mouton","195 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1739193890-1067","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-3978496","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739193892-1068","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-4009060","Mouton","180 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739193895-1069","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-4009435","Mouton Ladoum","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739193897-1070","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-4012817","Moutons","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739193900-1071","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-4014306","Mouton Ladoum","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739193903-1072","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-4029736","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739193906-1073","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-4029738","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739193908-1074","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-4029740","Mouton","75 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739193911-1075","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-4030108","Mouton","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739193914-1076","https://sn.coinafrique.com/categorie/moutons?page=3","favorite_border2années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-4034404","Mouton ladoum","425 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4034404_uploaded_image1_1672852719.jpg"
